reviewer,rating,written_date,title,review_text,branch
Davin D,5.0," March 13, 2021",Best in town,We love Universal Studios... our children are older and like some of the scarier rides and big graphic props like gorillas.,Universal Studios Florida
Nicole,1.0," March 11, 2021",Terrible,One of the biggest waste of money I’ve ever had. I understand covid and all but constantly people were getting yelled at not even nicely all employees are extremely rude. Also got yelled at for drinking a drink cause I didn’t have a mask on cause I was walking and not stationary. Then they make you sanitize your hands at every single ride my daughter is allergic to ethanol and they almost they were not going to get in the rides because she couldn’t sanitize her hands. We will never go back their even after covid is over.,Universal Studios Florida
Stephanne,5.0," March 10, 2021",Flawless fun,"I've been to a few theme/amusement parks since the pandemic and UO does it RIGHT. There's an obvious focus on keeping everyone safe but they mange to do it without it feeling cumbersome or overwhelming. I legitimately had a blast 5 days in a row. Of course, UO is also incredibly immersing and I recommend it above all amusement/theme parks (more than Disney of any flavor, Cedar Point, Six Flags, etc.). These are the 2 parks that benchmark my very high standards! Great for families, couples, kids... Im even taking my parents later this year for their 50th wedding anniversary! Truly a place for all and the cleanest and ABSOLUTELY FRIENDLIEST STAFF ever.",Universal Studios Florida
Peggy L,5.0," March 9, 2021",Excellent,Excellent it was well worth the money. Be careful though. We accidentally entered Adventure Island and meant to enter Universal Studios.,Universal Studios Florida
Esther S,5.0," March 9, 2021",Felt safe with the procedures,"I went a total of 3 time during their covid procedures (oct 2020, dec 2020, and jan 2021) everything was clean, well taken care of, and the staff was strict on enforcing the mask mandate and sanitizing your hands before and after every ride which made me feel so much better! I went to both parks every time and the transition was seamless. Lines were spaced out nicely and the way they were placed almost made it go by faster, food was good, the only thing I would recommend is maybe lowering the capacity, although everyone was following the guidelines. Fair reminder the parking is still expensive, but a great trip all around.",Universal Studios Florida
Brett H,1.0," March 9, 2021",waited 2 hours to talk to customer service,I called to upgrade my tickets. Online they had plenty of tickets but after waiting over 2 hours on hold for customer service they were sold out. Either make it possible to upgrade your tickets online or higher more than 1 customer service person. Waiting for over 2 hours just to talk to someone is unacceptable.,Universal Studios Florida
Divinidol,1.0," March 8, 2021",Not good,"A very Negative experience. $600+ For four tickets, plus parking $26 plus $84 for burgers chips and coke, plus more and more and more here and there for literally ONE ride, seeing hours long lines, bad food, walking around decorations, and stuff that costs 1/4 of the price you pay.  Positives. HarryPotter place is beautiful ... and very crowded. ... and our 10 years old daughter was very happy.  Can not recommend the place.",Universal Studios Florida
James D,5.0," March 7, 2021",Always a Great Time,"We have had Universal passes several times over the last 15 years. We drive from Tampa because it is so much better than Busch Gardens.  Always clean, great staff (with rare exception like the Guest Services supervisor yesterday). Universal is always on the cutting edge of theme park entertainment. The Mardi Gras action and food selection was amazing.",Universal Studios Florida
Ulyana,5.0," March 3, 2021",Adorable place to spend whole day,"We spent full working day in Universal studio. Recommendation is to buy tickets for 2 parks (Universal studio and Island of Adventure) - you’ll surely get full enjoyable experience. Transfer between parks is on Harry Potter Hogwarts express - it’s so interesting! There is a digital performance inside. You can see (spoiler) even dementors...! If it’s working days (Mon-Wed) you can try almost all sideshows (2 parks) at one day. If it’s crowded weekend the best way to try everything is express pass. Harry Potter rides located in two parks and HP experience is really cool among all sideshows. All rides are really thrilling, interesting and high-quality. Everyone will love it! Of course, there is a lot of food and drinks options.",Universal Studios Florida
DragonFruit85,5.0," March 2, 2021",Always a great time!,"I go here every year with my friends. We always get fast passes, so we get to ride everything. It is always an amazing time, but is unbelievably hot and you will sweat a lot. We love going here and will continue to!",Universal Studios Florida
kareemgus,4.0," March 2, 2021",Family Fun in the sun,"We tend to visit this park multiple times, kind of a park hopper if you can relate. We enjoy the rides and the shows here every year at least twice per year.",Universal Studios Florida
Susan S,4.0," March 1, 2021",It’s fun but it’s not the Mouse House,"Maybe it’s due to the pandemic but we thought it was fun but lacking in rides and activities. There are only 3 rides in the marvel area, a couple in Jurassic Park, even the world of wizardry left us asking if we missed an area. It is fun. It’s just not as big as the hype.",Universal Studios Florida
Al M,3.0," March 1, 2021",Long lines during covid,Wait for Transformers was 90 min due to covid social distancing. Park tickets are still full price though so you really don't get the the experience you are paying for.,Universal Studios Florida
Robert G,5.0," February 28, 2021",Universal Orlando Florida Nonprivate VIP Experience,"(I REALLY hope this doesn't break any rules) Spoilers???  A Subjective Review – Non-private VIP Experience Universal Orlando Resort By Robert Gerber Day 3 of our vacation, 26 Feb 2021 (Friday) My Thoughts: I give this a 5/5. Although we had had 2 days in the parks (Wednesday the 25 was mostly spent at IOA; Thursday the 26 was spent mostly at US) and rode everything we wanted and more, the semi private / non-private experience provided a well paced opportunity to enjoy the park, the rides, and some fun facts. I’ll be walking you through the experience shortly, but let me say – this is not a walking tour as you would through a major city or attraction. One of the big bonuses of this tour, as I’m sure many of you are aware – you will walk on to all rides. There were two individuals on our tour who I must give credit and were super champs and sucked it up. I don’t think they knew what they were getting into. I tried to be supportive as I was them two years ago. They told me they appreciated it – they made it easier to participate. By early afternoon, they ditched the tour. I felt so bad, but I would recommend – read up on what you’re getting into! 😊 I had been told, when you check in in the morning, kindly ask – you want EVERYONE to have fun, but you want to kindly request to be grouped with a like-minded, like aged tour so you all get what you want. I have to say, Universal did an excellent job at doing this. Of the 6 of us who remained, 4 of us rode Rip Ride Rocket and Hulk… the rest of the rides, we all did, and it was so much fun! Oh, and The Fast and the Furious broke down before we could get on – I was not sad haha. How much did this run me for 2 persons? 511USD with Tax. To me, was it worth it after having express passes and annual preferred passes that gave us the 10% discount and unlimited express passes from our stay at royal pacific (which was amazing by the way) and were able to walk on to 99% rides in less than 5 minutes? YES.  Fun Note: Hagrids Motorbike adventure, from someone who HATES roller coasters – is AMAZING. I’m happy to suggest, if you had coasters – watch the youtube POV videos and prepare for the 1 backwards drop (which isn’t bad) and the 1 story drop which has a soft landing and also isn’t bad – god this was amazing. Rode it 5 times in 3 days. Would’ve been more, but it broke down mid-morning on our first day. In the afternoon, when the Queue read 75-90 minute way… we weren’t in queue for longer than 20 minutes FYI! Keep that in mind for during the middle of the week. We were able to end our vacation on Hagrids, run over for butterbeer icecream and a dragonscale brew. What a great ending to a great vacation. I hope you all get to have as magical an experience as my wife and I had.  Now, on to the review…  Non-Private/Semi-Private VIP Experience: 26 FEB 2021  AM: Arrived at the VIP Entry near guest services at USO. They let us in around 8:25AM. I made my request to kindly be paired with a group of the same age, and mindset for coasters. They were funny and polite – and understood. We were escorted to La Bamba for Breakfast. The menu was pretty good. I had the overnight oats, my wife the ham, egg, and cheese. We both had coffee. Obviously it was included in the cost of the tour, but I still tipped out waitress 10$. We sat at a long table with 6 others. We all began chatting and learned most of us had the same thoughts of roller coasters. The only ones excited about Hulk and RRR were my wife, another young lady with her girlfriend (girlfriend was like me), and a pair of younger siblings. The 4th pair (two moms) were not big on rides, but again, were super champs.  The Beginning: Universal Studios - At 9:20 our tour guide Dave introduced himself. Dave has worked there for 10 years and I must say, he rolls with the punches. Very pleasant, very polite, and very knowledgeable. He worked his hardest to make this experience as enjoyable for all of us. We left breakfast and headed over to our first ride, Transformers. Up to this point in our vacation, we had not ridden this, but it was very enjoyable. I forgot I enjoyed it more than Spiderman (we rode on Day 1 of this vacation). 1 of the 2 moms declared after this she was done. I felt bad. Dave was very supportive, and I let the moms know I was like them when I came to universal – scared out of my mind. I tried to be supportive and mentally prepare them for the drops, spins, and scary moments so if they know it’s coming – it’s easier to tolerate. 1 of them sucked it up on most rides. The other sat out 99% of the rides and I felt bad. Not to be selfish though, I came to enjoy myself though! I can lead a horse to water, but I can’t make it drink. Dave continued to walk us through giving us detailed history of the park… and then walked us over to THE MUMMY. 😊 Took a backdoor entrance, and like Transformers, we walked onto this ride. This was my wife and my 4th time on this ride during our vacation. Always fun, and the updates to this ride since its refurbishment are a nice touch! My first time on this coaster, I was cursing my wife out for bringing me with her. Now, I LOVE it. It’s NOT bad as far as coasters go.. and it’s fun. It’s also nice to see Brendan Fraiser finally gets his coffee LOL.  From there, we got some backstory on the New York Skyline, and then walked onto Jimmy Fallon’s Race through New York. We all rode this, I believe. It’s not as exciting as I remembered it, but It used to be my warm up ride (yes, 2 years ago I was that big of a chicken).  From Jimmy fallon, we walked over to Rip Ride Rocket. I’ll just say 4 of the 8 of us rode this, including my brave wife. I sat down, reapplied sunscreen as it was 86 degrees already.. and laughed.  Next up, to accommodate the entire group, was ET. I was game – this was actually a fun ride 😊 Not a thriller, but for 1990 technology, really cool to see. We also learned that Steven Spielberg won’t let this ride go anywhere as he was the significant influence over the construction of this park. When it was destroyed at Universal Studios Hollywood, he was not happy. I won’t ruin what I thought was the coolest part… (but it’s towards the end).  Following ET, we skipped over Simpsons, but I can tell you having done it the day before – it isn’t 3d, but it is a virtual simulation (like Minions, but better)… and it was a lot of fun. Something for all ages, but can cause motion sickness. My wife and I enjoyed it – but would only do once. Anyhow, we headed over to MIB. Again, walked right on… and it was fun. I learned that if you shoot the blue tower at the back of the car in front or across from you, you get points and they spin out. Of course, our car wouldn’t stop spinning. It was fun! This was our 3rd time on this ride during this vacation. 😊  After MIB, we went to Fast and The furious, but conveniently – it broke down. I wasn’t sad. I wasn’t excited to ride it. We left this without riding and went to lunch at Finnegan’s in New York. Great place to eat. My wife and I didn’t want heavy food in our stomach, so we stuck to the salmon (which was delicious!) and the soda bread (complimentary). FYI – lunch is included. Oh and before I forget – Water and Ponchos (only 1) are complimentary/included in your tour.  PM: USO to IOA: Following Lunch, we went over Diagon Alley. We had a bit of a short tour, and some fun information (which is great for potter heads like us, and non potter heads alike). From there… Gringotts!!! Already my wife and I had been on this 7 or 8 times this trip… so this is 8 or 9… I lost count. ALWAYS FUN!!! All but 1 went on 😊 Those who were scared, definitely said this was great. It is a great fun semi-coaster. 1 story drop, 1 story up. Some slow turns/spins, but you’re so immersed in the ride, you don’t notice! Again, we walked on. This is a fun perk. Over to the Hogwarts Express. We didn’t hold up the queue to record ourselves running through platform 9 and ¾ LOL… I felt like such a jerk, but so much fun. Got a video of my wife and I running through, and running back through. From there… backdoor entrance and walked onto the Hogwarts Express to Hogsmeade. EVEN with Express passes… we had to still wait 30 minutes the other days! (NOTE: During the week, the path between the two parks is NOT open except on Weekends!) Once we got into Hogsmeade, we got a quick backstory and tour, put our “luggage” into the lockers and we were off to ride Hagrids, and then Forbidden Journey back to back. I must give huge props to one of the moms – she sucked it up and came on Hagrids. I asked her if she wanted me to prompt her. She said yes…. So I was trying to walk her through it during the ride. She said she appreciated it – but still ended up getting sick. I had a new found respect for her! I honestly tried to help her since she wanted to ride, and experience it. I told Dave, our guide, that I apologize – I’m not trying to step on his toes – I know exactly how she felt and I thought if she did what I’ve done – it would help a lot! He said it was ok and he appreciated it. It helps the tour move along. Well, of course we walked onto Hagrids – AMAZING RIDE AND I WANT TO GO BACK AND RIDE AGAIN – and then straight to Forbidden Journey. Both Amazing Rides!!!! Forbidden Journey, I think my wife and I rode 12 times in 3 days. Lol Always fun! I did get slight motion sickness my last 2 times… I don’t know why. Probably fatigue as it was end of the day those last 2 times. Following forbidden Journey… it was off to Jurassic Park River Adventure. I have bad memories here… I ended up getting pneumonia 2 years ago after riding, getting soaked, shivering in Mythos, and going home and getting SICK for 3 months. Bacterial Pnemonia is NOT fun. Disclaimer: I did NOT get pneumonia from this ride or from Mythos. My explanation is the shivering weakened my immune system as shown in the literature – whatever infiltrate took advantage and took over and BAM! It hit me. Next onto Marvel! The world based on the comics, not the movies lol. We walked onto the Spiderman… Learned some fun facts that you should take the tour to learn… but onto Spiderman – which is always fun, and finally… The Hulk! Of course we were down to 6 the two moms were superchamps and thank you to them for going with the flow of the group! I really appreciate it. Only 4 of 6 of us rode (not me!), but my wife did. I just remember looking up, thinking my wife’s car is next and all I hear is “Ooooooooooooooooh ********” as the Hulk Launched. It was a guy though, and not my wife – but I would’ve thought that be hilarious if it was. I’m really thinking, next time we go down – which I hope is in October or November, I’ll do either Hulk or Rip Ride Rocket… probably RRR since it doesn’t go upside down…. After the tour ended, Dave said goodbye… I gave him a 20% tip for a fun day (100$USD)… and we apologized as my wife and I wanted to end the day on Hagrids, and then a Butter beer ice cream and a dragonscale brew. Our tour went over a bit, which we really appreciated the amazing day – but we made a ran for it. The queue for Hagrids was 75 minutes. We got on to the ride in 20 minutes. 😊 We ran across the way before picking up our bags to get our icecream and beer… grabbed out stuff and spent the last 20 minutes of the park’s opening on the bridge to Jurassic Park looking out to Hogwarts enjoying the last few moments of our vacation.  Summary: All in all – to us, the Non-private VIP Experience was WELL PACED… we got lucky with our group (our group was saying the same). We all made it fun for eachother – and Dave was excellent. He knew his stuff, catered to the liking of the group – and just made it fun. Walking onto 12 rides without rushing like my wife and I rode 17 rides and ran like crazy people the day before and were exhausted Thursday… this was the perfect ending to our much needed vacation. Again, I paid 511 with tax for 2 people, but this cost DOES vary depending on day and time of year, so pay attention. Would I do it again? For this price? Maybe… higher… no – I’ve already done the VIP tour. 😊  I give this experience a 5/5 or 10/10 depending on which scale you prefer! It is definitely a thing you should do at least once if you can afford it or justify it. My biggest tip, kindly request to be with people around the same age and like minded about rides and it would increase the fun factor of your day!  Huge thank you to the group and to Dave for making this an amazing experience!  I hope you all are as blessed as my wife and I were during this trip! Looking forward to the next one! — with Kamila Ferreira Gerber at Universal Orlando Resort.",Universal Studios Florida
Lindsey K,5.0," February 27, 2021",Fantastic Customer Service!,"I've been a Passholder for about two years now going on three and I always have a fantastic time going to the parks. Since reopening after the pandemic, I've observed staff trying their absolute best to explain things to guests to keep them informed while directing them and still maintaining a Professional and Courteous atmosphere. Under stressful times and dealing with a good ordeal of new rules and procedures both for the guests and the staff, including masks, I've noticed the staff stepping up to the plate to not only do that but to continue to have upbeat and positive attitudes by and large across both main parks. I've had conversations with various staff at length and each time I could actually hear the smile beneath their mask. I'll continue to promote and speak highly of the parks to others due to this and look forward to many more years to come of being a Passholder!",Universal Studios Florida
Rodney A,4.0," February 23, 2021",Good times,I love the changes in architecture and feel as you move through the park. Each section feels unique. The park is very clean and most of the staff are very friendly.,Universal Studios Florida
Chris,1.0," February 22, 2021",No regard for your safety,Went to both Disney and universal on this trip and I thought there was really no comparison. At Disney there was reduced capacity and staff who enforced the social distancing and mask policies. At universal that was non-existent. Most of the staff are teenagers and you see them so far in between that they have no control over the crowds. I had people on top of me on line without a mask for over an hour coughing away and they never got kicked out. People cutting in lines and cursing at each other on top of the drunk people made it a pretty terrible experience. Glad I made Disney my vacation and universal a side attraction.,Universal Studios Florida
HeliusC,5.0," February 21, 2021",Great experience,"First time at a big theme park during COVID. Universal has set some incredible protocols and I felt safe in the resort. There’s hand sanitizer everywhere and team members checking the mask mandate all the time. Excellent job, universal!!",Universal Studios Florida
SmitMLS1,5.0," February 21, 2021",Enjoyable experience,"We visited Universal/Islands of Adventure February 12,13,14, 2021. This was a busy time with Valentines and President’s Day weekend. Two of those days, the park was at capacity. In order for us to go to the other park, we had to either take the train or the walkway over. You could not leave otherwise you might not be able to get back in.  What I love the most about Universal is, with a paid hopper pass admission, you are permitted to do every attraction that both these parks offer. (Unlike Disney’s Hollywood Studio’s virtual queue disaster) I’ll save that experience for THEIR review.  We haven’t been to Universal since 2012. So much has changed since then. I’ll be honest, I really do miss the classics there., Jaws, Disaster, Back to the Future. I understand the need to update and keep it fresh. The Harry Potter attractions where absolutely AMAZING. They paid attention to every single detail. Incredible! We appreciate the safety measures taken during these Covid times however, the dividers on the Kong ride prevent you from experiencing the full 3-D effect of the attraction. Hopefully in the future they will remove them.  We had a great time at both parks . We were thankful Florida is open for business! When we returned home I went on the Universal Studios Hollywood site to compare the attractions. Surprised to see they were not even open for business yet. Thank you Orlando, Florida.  We paid roughly $1,100. for our tickets (family of 4) These tickets were good for for a 5 day hooper. You definitely get the biggest bang for your buck here. If I had done it all over again, I would’ve paid a little more for the season pass which would allow you to stay on site at a 30% discount. Staying on site at their specific hotels also get you express passes! I will certainly do this next time for sure.  Just a tip for those planning to go. You will appreciate not having to wait in line.",Universal Studios Florida
Steve R,3.0," February 19, 2021",Entrance is a mess,"We went during COVID and temperature check line BEFORE the line to get through security before the line to get into the park, was an absolute mess. People were cutting in line. There were fights. Just no control. It really put a frown on our face before even getting into the park. Once inside, the lines seem crazy long but that is due to social distancing. They move at a good speed.",Universal Studios Florida
ericoftheeeast,4.0," February 19, 2021","Good experience, park did a pretty good job with policing for COVID compliance","I (Dad) took my two teenage daughters there in February 2021. Rides were quite impressive, even for an adult. Harry Potter was their primary draw and it was very well done. Most of the guests did a pretty good job with mask compliance, and with staying 6' apart in ride lines. However, out and about, especially in Harry Potter areas it was a packed. So if you are cautious (mask compliance, wash hands often, sanitize often) and in good health, then COVID may be a perk for going to Universal Studios for I have heard that it is always crowded during winter/ spring breaks. If you are not in the best of health or immune compromised, or think you will feel too anxious with the crowds, then you may want to wait until we have a better handle in COVID. Highly recommend Express Pass. It came as part of our hotel package and was well worth it. Lines got to 60- 120 minutes long on the weekends.",Universal Studios Florida
Tarra,1.0," February 18, 2021",Paid $1750 for 4 day park to park passes and got treated like a criminal!,They sent a squad of 6 security and one PD officer to drag us to Guest Services to fix their mistake!,Universal Studios Florida
abonilla18,5.0," February 18, 2021",Decent park,"Definitively worth the visit. This park is awesome!!!!! Great rides, great food selection and lines move fast.",Universal Studios Florida
Tim,2.0," February 18, 2021",No very good,"The park is nice, but in February most of the restaurants and rides are closed. Then on top of that the big rides are shut down most of the time due to issues. This was not worth the time and hassle to visit universal studios. Should have gone to disney.",Universal Studios Florida
Jennifer J,5.0," February 17, 2021",Husband was pleasantly surprised,"This was the first theme park we visited on our Orlando trip. We are a family of 3 with a 4 year old daughter. I had been when I was a kid but that was over 30 years ago and my husband has never been.  When you first walk into the park, there's a huge food court before you have to show your ticket. The restaurants all seemed to stay pretty busy so be prepared to wait a little bit for your food. There are some restaurants on the Universal app with mobile order available although I did not use that part of the app.  During our visit there was a Marti Gras theme so that was cool to see the floats on display and staff dressed up and throwing out beads to adults and kids alike.  Some of the things I wish I knew before going to the park...  1. I would highly recommend purchasing the Express pass in advance. We had no idea what this was. Basically you can buy the Express pass which allows you to go into a separate lane and minimize your wait times. At one point we saw at least 4 groups of Express pass people go before our line moved. It was a little angering. I looked into the purchasing the Express pass but it was too late because they were all sold out.  2. I had no clue what a virtual line was. They way it works is that you use the Universal app to find rides with a virtual line. You click on the virtual line and it gives you a window of about 30 minutes. Pick the window you want and you are ""in line"" virtually so all you do is show up within the window you signed up for. For me, it was about 4pm and I picked a 6:10-6:40 window. We signed up for the Mummy virtual line and was only in the physical line for about 15 minutes. It was so cool!  3. What the heck is child swap? I saw signs for that and finally learned that if you have a kid who isn't tall enough, both parents can stand in line with the kid. Once it's time to get on the ride, one parent goes on the ride while the other parent stays with the kid. Then the parent on the ride will get off and stay with the kid while the other parent rides the ride. It's nice so that the whole family can stay together.  4. I'd recommend having a poncho on hand before entering the park just in case a rain shower passes over during your visit. This happened to us and the rain only lasted about an hour. The rest of the day was beautiful.  5. Use the Universal app to see the wait times for each of the rides. The rides can have long wait times but we stayed until the park closed at 8pm. The lines are much shorter towards the end of the day so we were able to hop on the Mummy Ride and the Transformers Ride before we left. They were so awesome. My husband could not believe how cool they were. My daughter was able to ride Transformers and loved it.  6. Don't forget to bring an external battery charger for your phone. If you do forget, you can buy a fuel cell which is already charged for $30. I was stressed out about running out of juice on my phone later in the day and scaled back on using the app and taking pictures until I was able to get the phone charged up.",Universal Studios Florida
Diane M,1.0," February 17, 2021",Wish it was a better experience ...,"Unfortunately we wish we would have done something else with our day. Long lines- two hour waits (we didn’t pay extra for express pass) for rides. In 9 hours (and $400 plus for three people) we experienced two “rides”. Loved the Harry Potter area and the butter beer- some rides were “at capacity” and so we were turned away after waiting in line??? Even with long long long lines.  To be successful at Universal and see everything - you need to pay more to get the express tickets.  Rides were socially distant - lots of “hall monitors” who were reminding people about mask wearing at all times. People seen cleaning but without limiting access to the park overall- it just made lines longer and longer with socially distant rides.  At least the weather got better - after it poured with heavy rain that morning- but overall a waste of time and money. I was looking forward to going, it’s unfortunate that it wasn’t a better experience.",Universal Studios Florida
Taylor M,1.0," February 17, 2021",I Hate It,You have to pay to use the lockers. Everything here was a money grab. It was PACKED even during a pandemic. At least some of the rides were fun.,Universal Studios Florida
EnricoF,5.0," February 16, 2021",The JASON BOURNE STUNTACULAR is the best,The Jason Bourne Stuntacular show was AWESOME!!! This is the BEST theme park show we’ve seen ever!!!!!,Universal Studios Florida
Zoe Moore,1.0," February 16, 2021",Never Again Universal NEVER,"This was the worst trip to universal EVER!!!!!! , i had been going since 2009 but now me,my kids John and Karly (Karly 5,John ,6) and my husband Alex have decied to never return. Let's start at the begning of the day parking was REVOLTING!!!! almost no spaces my Karly started to weep saying we would miss our day there (it mad me angry that this places parking is so bad it made my lovely karlyWAIL) we finally it was a miracle wedid find a parking spot. we walked in side and i am so DISGUSTED with how many people there is DO THEY WANT TO KILL US WITH CORONAVIRUS I GUESS THEY DO UGHHHHHHHHHHHHHHHHHHHHHHHHHHHH!!!!!!!!!!!!!!!!!!!! so on to more of our horrible day we decied to wash our hands before we enter and i had to hold in from PUKING ewwwwww. John said it was nasty...... We try to do the et adventure and it looked like it was from the 1800s HORRIBLE UGH WE ALL HATED IT!!!! only had rode one ride and we are already regretting speneding mony on this DEATHTRAP. we decied to go to harry potter IT WAS LAME.Next foodtook too long so we just gotsome tacos which were nast grrrrrr. we rode""rides"" which weremore simulations which disgusetd me and my gorgous family it appals me that humanity expects all of us to love stuffon a scren ewwwwwww! We had finally decied on",Universal Studios Florida
Honest reviewer,1.0," February 13, 2021",Never again,"Expensive, long lines, crowded, people not wearing masks properly, and not paying attention to social distancing with little enforcement from staff. Lunch was poor quality especially for the high cost. Stood in a line for fast and furious for 1 1/2 hours and then the ride got delayed. Another 30 minutes waiting for delay to end and another half hour to finally get on the ride. Hard to to more than a few rides with such long lines. Trying to do virtual lines on the app only worked for one ride. . Go to Disney instead. Sorry Universal but never again.",Universal Studios Florida
Karen Mae,3.0," February 11, 2021",Approved,"There were to many people there, don't they know this is a pandemic? What happened to limited capacity? If I am going to die going out in public CLOSE THE PUBLIC. Where is the common knowledge. The food was good though so I will be going back.",Universal Studios Florida
Shelley1010,5.0," February 10, 2021",First Aid,I wanted to give kudos to Joe in FirstAid - super kind and helpful - typical of all our experiences at UOR!,Universal Studios Florida
tkassermangtn,3.0," February 10, 2021",Recent Experience at Universal,"The staff was friendly & kind. CiyWalk was great and had a lot to offer. Although lines were long, they moved along quickly & efficiently. Cons: Park reached capacity quickly. At the time of our visit Universal counted all people in their motels as well as people that came in the park and may have left. Advice: If Universal continues to count people the same way--Go early to secure your spot then you are able to re-enter in the PM. or--make dining reservations inside Universal and you are allowed in. The seemed to go over and above on COVID protocols. They had hand sanitizer EVERYWHERE and squirted it on you as you entered the rides.",Universal Studios Florida
lbernad,5.0," February 10, 2021",Perfect for a day,"We bought tickets for 4 days but due to the pandemia, we were able to do it very quickly because there were little waiting times. The best attractions for us were Hollywood Rip Ride rocket, Transformers, Shrek and The Simpsons. Harry Potter and the escape is super all the things around it but the attractions is not so good",Universal Studios Florida
Josey F,2.0," February 8, 2021","Go to Disney, don’t waste your money","Pretty much every interaction we had with park staff was negative. Rude, sarcastic, impolite mostly:(",Universal Studios Florida
Jeff G,1.0," February 7, 2021",Bad customer service and bad policy.,"Very bad how they handled within the pandemic season pass holders. Three months extension during a pandemic is ridiculous. Enjoyed the parks for my kids while I was there, but they ripped me and my family off.",Universal Studios Florida
David T,1.0," February 7, 2021",Season pass holders got ripped during pandemic,"Here is what I have to say to Universal studios: You have a couple of nice parks, but you customer service and policies suck at the worst level. I bought our family season pass and then the pandemic hit. Okay, I understand, not their fault. They operantly closed for 3 months and re-opened in June. If you recall, June and July corona was at its peak. We called in September and they told us they were extending our passes until January 13. That would be 3 months more than our original expiry date. So I didn't think much of it until I visited the park in October and realized NO ONE WAS THERE. The hotel we normally stay at (Gaylord Palms) was completely empty. I think out of a thousand rooms, there was probably only 10 families. I could be exaggerating a bit on that!! Nevertheless, we arrived at the park only to realize, one of the park is closed and the 2 that are open have several rides that are closed. After thinking about it some more, here is what I find so lame by how they thought they paid back to loyal season holders; 1. They should have extended to all season holders to 6 months more, not 3. 2. No one in their right mind would have visited the parks until October of 2020. No one was at their parks in June, July, August and September. The capacity was only 25% and they only reached 10% 3. One park is completely closed and still closed. 4. Not all rides in the functional parks are activated, but most (to be fair). 5. Every time I speak to them on the telephone they give you such attitude, as if I'm just a greedy guy looking for handout after paying thousands of dollars for not using their parks during the pandemic. 6. Overall; I enjoyed the parks when they were open prior to pandemic, but during the pandemic, they should have done much more for season pass holders. It wouldn't have hurt them to extend to those who paid for season pass. This way, I would have continued. Such bad business stupidity. Unless they change their ways, you will not see me buying any season tickets to this park again. I really don't recommend buying the season tickets. Sorry",Universal Studios Florida
Quinn C,5.0," February 6, 2021",Great time!!,"We enjoyed our trip even with the pandemic running around. Crowds were very low and the wait times were ridiculously quick. We were able to make it through every ride as well as some multiple times. The only issue was due to masks creating fog during the rides that required goggles, but you put up with a little to get a lot! Go early, plan well, pay for the park hopper!",Universal Studios Florida
pdk25,3.0," February 5, 2021",A good one time visit.,"I thought Universal Studios was just a ok experience. The park, however, was very clean and it looked beautiful. The park just didn't deliver the rides that I mostly like. I'm a coaster person. I did ride Rip Ride Rocket but I thought the ride experience was just sub par. Hulk and Hagrid's at Islands of Adventure are much better rides. I did like the Transformers area of the park. Themed very well. The 3-D ride there was good, but Spiderman at IoA was better in my opinion. The Men in Black ride was fun, shooting at other peoples vehicles to make them spin. We ate at a sea food place in Universal. I don't know the name of the place but it was very good. Probably the best food I have eaten in Orlando. If I knew the name of the place, I'd rate it 5 stars. Universal isn't a bad park, but it's not great either. That is the reason it earns a 3 star rating. Beware the mask police at Universal.",Universal Studios Florida
BlueFalconRidge,2.0," February 3, 2021",Done that,3rd and last visit. Nazi like germ control staff .....like being chased down by Harry Potter forbidden ride staff because some of the hand sanitize dripped and “you must rub it in for 30 seconds “. The shop attendant at Honey Dukes was the rudest public shop attendant I have ever seen. Luna outside was pleasant selling the butter beer. Lumbard’s seafood grill was fair but costly. Half the shows are not open but still same prize. Hours shorter but parking is $26. Help in “the unprecedented times” is not coming from Universal that is for sure. So disappointed 😔 although the Hagrid ride was pretty awesome Still this hag is reformed,Universal Studios Florida
Mark H,5.0," February 2, 2021",Family and I were there between Christmas and New Years... had a great time,"My wife and kids are huge Harry Potter fans and I purchased passes through Perks at Work, We where there for two days and really enjoyed it. The first day we did not purchase the fast pass and it was a long day. Second day I bit the BIG bullet and bought the fast passes. It definitely made the day much more enjoyable and we rode so many more rides. We opted for the single ride option since we wanted to ride as many things as we could. Really enjoyed it. The details given to the Harry Potter world are crazy and all of the Harry Potter rides are so much fun.",Universal Studios Florida
Halfway_Cali,5.0," January 30, 2021",Thrilling,"The best park from Universal, second to none. Go to the Simpsons and Harry Potter Ride, then anything else.",Universal Studios Florida
garyfotodiver,5.0," January 30, 2021",Wonderful Experience!,"There were six in our party for a quick vacation. Our granddaughter is a big Harry Potter fan. We stayed at a partner hotel; there will be a separate review for that.  it was a great day! As soon as the park opened, my granddaughter and her aunt raced to the Wand Ceremony (is that what is is called? I no very little about this). They were first in line. What a production! The rest of the day was just as great. We did some virtual rides, something about Fast & Furious was my favorite.  After that, we took the train ride to Island Adventure. Dr. Seuss, Betty Boop, Popeye, and many other of my favorite characters.  And, of course, we ended the day with drinks at Margaritaville.  We had no issues with any thing that day. Frankly, I enjoyed this park better than that other attraction in Kissimmee.",Universal Studios Florida
